PIB File Number,Subject Influencing Factors,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested
FTN2017-0298,Mentally unstable,1 feet to 3 feet,Male,Black,25,Medium,5'7'' to 5'9'',No,No,Yes
FTN2023-0506,None detected,7 feet to 10 feet,Male,White,48,Medium,6'1'' to 6'3'',Yes,No,Yes
FTN2017-0312,Mentally unstable,19 feet to 21 feet,Male,White,33,Large,6'1'' to 6'3'',No,Yes,Yes
FTN2022-0094,Unknown,4 feet to 6 feet,Female,Black,52,Small,5'4'' to 5'6'',No,No,Yes
FTN2024-0060,Unknown,0 feet to 1 feet,Female,Black,21,Small,5'4'' to 5'6'',No,No,Yes
FTN2019-0170,Unknown,7 feet to 10 feet,Male,Black,Unknown,Medium,5'7'' to 5'9'',No,No,No
FTN2020-0330,None detected ,11 feet to 14 feet ,Male ,White ,19 ,Unknown,Unknown,No ,No ,No 
FTN2020-0330, None detected, 11 feet to 14 feet, Female, White, 19,Unknown,Unknown, No, No, No
FTN2019-0093,Unknown,11 feet to 14 feet,Male,Black,30,Medium,5'10'' to 6'0'',No,No,Yes
FTN2022-0283,None detected,1 feet to 3 feet,Female,Black,29,Small,5'0'' to 5'3'',No,No,Yes
FTN2018-0285,None detected,0 feet to 1 feet,Male,Hispanic,Unknown,Medium,5'7'' to 5'9'',No,No,Yes
FTN2018-0360,Unknown,0 feet to 1 feet,Male,Black,22,Medium,5'7'' to 5'9'',No,No,Yes
FTN2018-0211,Alchohol and unknown drugs,4 feet to 6 feet,Male,Black,25,Medium,5'10'' to 6'0'',No,No,Yes
FTN2019-0002,Unknown,0 feet to 1 feet,Male,Black,23,Medium,5'7'' to 5'9'',No,No,Yes
FTN2020-0275,Unknown ,7 feet to 10 feet ,Male ,Black ,18 ,Small ,5'7'' to 5'9'' ,No ,Yes ,Yes 
FTN2020-0275, Unknown, 7 feet to 10 feet, Male, Black, 17, Small, 5'7'' to 5'9'', No, Yes, Yes
FTN2017-0468,Unknown,15 feet to 18 feet,Male,Hispanic,45,Unknown,Unknown,No,No,Yes
FTN2018-0262,Alchohol and unknown drugs,4 feet to 6 feet,Male,Black,56,Small,5'7'' to 5'9'',No,Yes,Yes
FTN2016-0580,Unknown,1 feet to 3 feet,Male,Black,22,XLarge,Unknown,No,No,Yes
FTN2020-0313,Unknown Drugs,0 feet to 1 feet,Male,White,32,Large,6'1'' to 6'3'',Yes,Yes,No
FTN2021-0102,Unknown,4 feet to 6 feet,Male,Black,24,Medium,Unknown,Yes,Yes,Yes
FTN2022-0047,Unknown,1 feet to 3 feet,Male,Black,0,Small,5'4'' to 5'6'',No,No,Yes
FTN2018-0463,Mentally unstable,1 feet to 3 feet,Male,White,25,XLarge,5'10'' to 6'0'',No,Yes,Yes
FTN2018-0472,Alchohol and unknown drugs,1 feet to 3 feet,Male,White,26,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2022-0053,None detected,0 feet to 1 feet,Female,Black,39,Medium,5'0'' to 5'3'',No,No,Yes
FTN2017-0389,Unknown,0 feet to 1 feet,Female,Black,27,Medium,< 5'0'',No,No,Yes
FTN2018-0246,None detected ,7 feet to 10 feet ,Male ,Black ,18 ,Medium ,5'7'' to 5'9'' ,No ,No ,Yes 
FTN2018-0246, None detected, 7 feet to 10 feet, Male, Black, 17, Medium, 5'7'' to 5'9'', No, No, Yes
FTN2021-0168,Mentally unstable,0 feet to 1 feet,Male,Black,36,Small,5'4'' to 5'6'',No,No,Yes
FTN2016-0115,Unknown,11 feet to 14 feet,Unknown,Unknown,32,Medium,5'4'' to 5'6'',No,No,No
FTN2018-0081,Alchohol,4 feet to 6 feet,Male,Black,42,Medium,5'7'' to 5'9'',No,No,Yes
FTN2018-0326,Unknown,0 feet to 1 feet,Male,Black,60,Small,5'10'' to 6'0'',Yes,No,Yes
FTN2021-0369,Unknown,7 feet to 10 feet,Male,Black,21,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2021-0254,Mentally unstable,1 feet to 3 feet,Male,Black,44,Medium,> 6'3'',No,Yes,No
FTN2021-0260,Unknown ,7 feet to 10 feet ,Male ,Black ,37 ,Medium ,5'10'' to 6'0'' ,No ,No ,No 
FTN2021-0260, Unknown, 7 feet to 10 feet, Male, Black, 35, Medium, 5'10'' to 6'0'', No, No, No
FTN2021-0349,Unknown,0 feet to 1 feet,Male,Black,48,Medium,5'10'' to 6'0'',No,No,Yes
FTN2021-0315,Alchohol and unknown drugs,0 feet to 1 feet,Female,Black,44,XLarge,5'0'' to 5'3'',No,Yes,Yes
FTN2018-0139,Unknown ,15 feet to 18 feet ,Male ,Black ,20 ,Medium ,5'7'' to 5'9'' ,No ,No ,Yes 
FTN2018-0139, Unknown, 15 feet to 18 feet, Male, Black, 20, Medium, 5'7'' to 5'9'', No, No, Yes
FTN2019-0327,Unknown,1 feet to 3 feet,Male,Black,34,Medium,6'1'' to 6'3'',No,Yes,Yes
FTN2017-0460,Unknown,0 feet to 1 feet,Female,Asian,32,Medium,< 5'0'',No,No,Yes
FTN2021-0393,Mentally unstable,1 feet to 3 feet,Male,White,0,Medium,5'7'' to 5'9'',No,Yes,No
FTN2019-0283,Unknown Drugs ,4 feet to 6 feet ,Male ,Black ,38 ,Medium ,6'1'' to 6'3'' ,No ,No ,Yes 
FTN2019-0283, Unknown Drugs, 4 feet to 6 feet, Male, Black, 39, Medium, 6'1'' to 6'3'', No, No, Yes
FTN2017-0412,Alchohol,1 feet to 3 feet,Female,Hispanic,20,Small,5'0'' to 5'3'',No,No,Yes
FTN2023-0338,Unknown,0 feet to 1 feet,Male,Black,37,Small,5'7'' to 5'9'',No,No,Yes
FTN2023-0412,Unknown,0 feet to 1 feet,Female,Black,25,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2018-0473,Alchohol,Unknown,Male,White,0,Large,5'10'' to 6'0'',No,No,No
FTN2017-0361,None detected,7 feet to 10 feet,Male,Black,23,Medium,6'1'' to 6'3'',No,No,Yes
FTN2018-0157,Mentally unstable,1 feet to 3 feet,Male,Black,32,Medium,5'10'' to 6'0'',No,Yes,No
FTN2018-0268,None detected ,11 feet to 14 feet ,Male ,White ,40 ,Medium ,5'7'' to 5'9'' ,No ,No ,Yes 
FTN2018-0268, None detected, 11 feet to 14 feet, Male, White, 25, Medium, 5'7'' to 5'9'', No, No, Yes
FTN2020-0151,Alchohol,0 feet to 1 feet,Male,White,27,Large,6'1'' to 6'3'',Yes,Yes,Yes
FTN2020-0335,Mentally unstable,4 feet to 6 feet,Male,Black,39,Medium,6'1'' to 6'3'',No,Yes,No
FTN2023-0242,Unknown,Unknown,Male,Black,42,Unknown,Unknown,No,No,No
FTN2022-0396,Unknown,1 feet to 3 feet,Male,Hispanic,35,Medium,5'7'' to 5'9'',No,No,No
FTN2022-0060,Unknown,Unknown,Male,Black,32,Unknown,Unknown,No,No,No
FTN2021-0240,Alchohol,0 feet to 1 feet,Female,Race-Unknown,24,Medium,5'10'' to 6'0'',Yes,Yes,Yes
FTN2020-0172,Alchohol,0 feet to 1 feet,Female,Black,32,Large,5'4'' to 5'6'',No,Yes,Yes
FTN2018-0304,Alchohol,1 feet to 3 feet,Male,Black,53,XLarge,5'10'' to 6'0'',Yes,Yes,Yes
FTN2022-0305,Alchohol,0 feet to 1 feet,Female,Black,31,Small,5'4'' to 5'6'',No,No,Yes
FTN2020-0184,Unknown,19 feet to 21 feet,Male,Black,33,Medium,5'7'' to 5'9'',No,No,Yes
FTN2018-0218,Unknown,7 feet to 10 feet,Male,Black,51,Large,6'1'' to 6'3'',No,No,Yes
FTN2019-0147,Alchohol,1 feet to 3 feet,Male,Hispanic,35,Medium,5'4'' to 5'6'',No,Yes,Yes
FTN2017-0505,Alchohol and unknown drugs,1 feet to 3 feet,Male,Black,31,Small,5'4'' to 5'6'',No,Yes,Yes
FTN2018-0406,Unknown ,7 feet to 10 feet ,Male ,Black ,23 ,Medium ,6'1'' to 6'3'' ,No ,No ,Yes 
FTN2018-0406, Unknown , 7 feet to 10 feet , Male , White , 22 , Medium , 6'1'' to 6'3'' , No , No , Yes 
FTN2018-0406, Unknown, 7 feet to 10 feet, Male, White, 24, Medium, 6'1'' to 6'3'', No, No, Yes
FTN2018-0407,Alchohol,1 feet to 3 feet,Male,White,69,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2020-0322,Mentally unstable,0 feet to 1 feet,Male,Black,Unknown,Medium,5'10'' to 6'0'',No,Yes,No
FTN2017-0214,Unknown,11 feet to 14 feet,Male,Black,26,Medium,5'7'' to 5'9'',No,No,Yes
FTN2021-0003,Alchohol and unknown drugs,0 feet to 1 feet,Male,White,51,Medium,6'1'' to 6'3'',No,Yes,Yes
FTN2021-0112,Mentally unstable,22 feet to 25 feet,Male,Black,24,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2017-0482,None detected ,0 feet to 1 feet ,Male ,White ,30 ,Medium ,5'10'' to 6'0'' ,No ,No ,Yes 
FTN2017-0482, None detected, 0 feet to 1 feet, Female, White, 26, Medium, 5'10'' to 6'0'', No, No, Yes
FTN2019-0227,None detected,0 feet to 1 feet,Male,Black,45,Medium,6'1'' to 6'3'',No,Yes,Yes
FTN2023-0178,Unknown,1 feet to 3 feet,Male,Black,17,Medium,5'7'' to 5'9'',No,No,Yes
FTN2019-0393,Unknown,22 feet to 25 feet,Male,Black,24,Unknown,Unknown,No,No,Yes
FTN2021-0318,None detected ,4 feet to 6 feet ,Male ,Black ,61 ,Medium ,5'7'' to 5'9'' ,No ,No ,Yes 
FTN2021-0318, None detected, 4 feet to 6 feet, Male, Black, 48, Medium, 5'7'' to 5'9'', No, No, Yes
FTN2020-0011,Unknown,Unknown,Male,Black,25,Unknown,Unknown,No,No,Yes
FTN2020-0005,Unknown,0 feet to 1 feet,Male,Black,57,Unknown,Unknown,No,No,Yes
FTN2020-0133,Alchohol,1 feet to 3 feet,Male,White,47,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2023-0130,Unknown Drugs,1 feet to 3 feet,Male,White,16,Medium,5'4'' to 5'6'',No,No,No
FTN2020-0236,Alchohol,0 feet to 1 feet,Male,Black,43,Medium,6'1'' to 6'3'',Yes,Yes,Yes
FTN2018-0415,Alchohol,7 feet to 10 feet,Male,White,29,Small,5'7'' to 5'9'',No,No,Yes
FTN2022-0093,Alchohol,1 feet to 3 feet,Male,Black,49,Medium,5'7'' to 5'9'',Yes,Yes,Yes
FTN2020-0173,Alchohol,0 feet to 1 feet,Male,Hispanic,36,Medium,5'7'' to 5'9'',Yes,Yes,Yes
FTN2020-0237,Unknown,1 feet to 3 feet,Male,Black,34,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2017-0285,Unknown ,1 feet to 3 feet ,Male ,Black ,21 ,Medium ,5'7'' to 5'9'' ,No ,No ,Yes 
FTN2017-0285, Unknown , 1 feet to 3 feet , Male , Black , 21 , Medium , 5'7'' to 5'9'' , No , No , Yes 
FTN2017-0285, Unknown , 1 feet to 3 feet , Male , Black , 21 , Medium , 5'7'' to 5'9'' , No , No , Yes 
FTN2017-0285, Unknown, 1 feet to 3 feet, Male, Black, , Medium, 5'7'' to 5'9'', No, No, Yes
FTN2019-0400,Unknown,15 feet to 18 feet,Male,Black,Unknown,Unknown,Unknown,No,No,No
FTN2020-0067,Unknown,7 feet to 10 feet,Male,Black,47,Medium,5'7'' to 5'9'',Yes,Yes,Yes
FTN2022-0075,None detected,0 feet to 1 feet,Male,Black,32,Medium,5'7'' to 5'9'',No,No,No
FTN2023-0500,Unknown,1 feet to 3 feet,Male,Black,33,Medium,5'10'' to 6'0'',Yes,Yes,Yes
FTN2021-0276,None detected ,4 feet to 6 feet ,Male ,Black ,21 ,Medium ,5'4'' to 5'6'' ,No ,No ,Yes 
FTN2021-0276, None detected , 4 feet to 6 feet , Male , Black , 18 , Medium , 5'4'' to 5'6'' , No , No , Yes 
FTN2021-0276, None detected, 4 feet to 6 feet, Male, Black, 14, Medium, 5'4'' to 5'6'', No, No, Yes
FTN2019-0201,Unknown,22 feet to 25 feet,Male,Black,16,Small,5'7'' to 5'9'',No,No,Yes
FTN2019-0243,Alchohol,1 feet to 3 feet,Male,Black,38,Large,5'7'' to 5'9'',No,No,Yes
FTN2019-0367,Mentally unstable,22 feet to 25 feet,Male,Black,40,Medium,5'7'' to 5'9'',No,Yes,No
FTN2018-0127,Unknown Drugs,0 feet to 1 feet,Male,Unknown,53,Large,5'7'' to 5'9'',No,Yes,Yes
FTN2022-0037,None detected,11 feet to 14 feet,Male,Black,31,Medium,5'7'' to 5'9'',No,No,Yes
FTN2020-0157,None detected,11 feet to 14 feet,Male,Black,17,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2024-0161,Unknown,*Direct Contact,Male,Black,54,Small,5'7'' to 5'9'',Yes,Yes,Yes
FTN2019-0374,Unknown Drugs,0 feet to 1 feet,Male,White,34,Medium,5'7'' to 5'9'',Yes,Yes,No
FTN2023-0466,None detected,1 feet to 3 feet,Male,Black,30,Medium,5'7'' to 5'9'',No,No,Yes
FTN2021-0381,None detected,1 feet to 3 feet,Male,Black,23,Small,5'7'' to 5'9'',No,No,Yes
FTN2019-0089,Mentally unstable,11 feet to 14 feet,Male,Black,66,Large,5'10'' to 6'0'',No,Yes,No
FTN2020-0273,None detected,7 feet to 10 feet,Female,Black,27,Medium,5'7'' to 5'9'',No,No,No
FTN2016-0563,None detected ,7 feet to 10 feet ,Male ,White ,32 ,Medium ,5'10'' to 6'0'' ,No ,No ,No 
FTN2016-0563, None detected , 7 feet to 10 feet , Female , White , 23 , Medium , 5'10'' to 6'0'' , No , No , No 
FTN2016-0563, None detected, 7 feet to 10 feet, Female, White, 23, Medium, 5'10'' to 6'0'', No, No, No
FTN2016-0602,Mentally unstable,1 feet to 3 feet,Male,White,40,Medium,5'4'' to 5'6'',No,Yes,No
FTN2020-0192,Unknown,11 feet to 14 feet,Female,Black,31,XLarge,5'4'' to 5'6'',No,No,No
FTN2016-0649,Mentally unstable,0 feet to 1 feet,Male,Black,15,Medium,5'4'' to 5'6'',No,Yes,No
FTN2019-0230,Unknown,11 feet to 14 feet,Male,Black,Unknown,Unknown,Unknown,No,No,No
FTN2017-0480,Alchohol,0 feet to 1 feet,Male,Hispanic,0,Large,5'0'' to 5'3'',No,No,Yes
FTN2019-0092,Alchohol and unknown drugs,0 feet to 1 feet,Male,Black,Unknown,Small,5'0'' to 5'3'',No,No,No
FTN2017-0483,Alchohol and unknown drugs,19 feet to 21 feet,Male,Black,40,Medium,5'7'' to 5'9'',No,No,Yes
FTN2017-0486,None detected,4 feet to 6 feet,Female,Black,30,Medium,5'4'' to 5'6'',No,No,No
FTN2020-0183,None detected ,0 feet to 1 feet ,Male ,Black ,42 ,Medium ,5'10'' to 6'0'' ,No ,No ,No 
FTN2020-0183, None detected, 0 feet to 1 feet, Male, Black, 32, Medium, 5'10'' to 6'0'', No, No, No
FTN2020-0186,None detected ,11 feet to 14 feet ,Male ,Black ,19 ,Large ,5'7'' to 5'9'' ,No ,No ,Yes 
FTN2020-0186, None detected, 11 feet to 14 feet, Sex-Unk, Race-Unknown, , Large, 5'7'' to 5'9'', No, No, Yes
FTN2017-0499,Alchohol ,22 feet to 25 feet ,Male ,Black ,26 ,Medium ,5'10'' to 6'0'' ,No ,Yes ,Yes 
FTN2017-0499, Alchohol, 22 feet to 25 feet, Male, Black, 26, Medium, 5'10'' to 6'0'', No, Yes, Yes
FTN2020-0197,None detected ,4 feet to 6 feet ,Male ,Black ,17 ,Small ,5'4'' to 5'6'' ,No ,Yes ,Yes 
FTN2020-0197, None detected, 4 feet to 6 feet, Male, Black, 16, Small, 5'4'' to 5'6'', No, Yes, Yes
FTN2021-0206,Unknown,0 feet to 1 feet,Male,Black,19,Medium,5'10'' to 6'0'',No,Yes,No
FTN2020-0259,Mentally unstable,7 feet to 10 feet,Male,Black,57,Medium,5'7'' to 5'9'',Yes,Yes,Yes
FTN2017-0526,None detected,7 feet to 10 feet,Male,Black,53,Medium,6'1'' to 6'3'',No,No,Yes
FTN2021-0410,Unknown,0 feet to 1 feet,Male,Black,42,Medium,5'7'' to 5'9'',No,No,Yes
FTN2017-0554,Unknown Drugs,0 feet to 1 feet,Male,Black,45,Medium,5'10'' to 6'0'',No,No,Yes
FTN2023-0420,Unknown,0 feet to 1 feet,Male,Black,35,Small,5'10'' to 6'0'',No,No,No
FTN2019-0215,Unknown,22 feet to 25 feet,Male,Black,21,Medium,5'7'' to 5'9'',No,No,Yes
FTN2018-0418,None detected,4 feet to 6 feet,Male,Black,39,Medium,> 6'3'',No,No,Yes
FTN2019-0220,None detected,19 feet to 21 feet,Male,Black,27,Medium,5'10'' to 6'0'',No,No,Yes
FTN2018-0424,Unknown Drugs,0 feet to 1 feet,Male,Black,Unknown,Small,5'7'' to 5'9'',No,Yes,Yes
FTN2019-0019,Unknown,4 feet to 6 feet,Male,Black,52,Medium,5'4'' to 5'6'',No,No,Yes
FTN2018-0427,Alchohol,0 feet to 1 feet,Male,White,28,Medium,6'1'' to 6'3'',No,No,Yes
FTN2020-0317,Unknown,15 feet to 18 feet,Male,Black,44,Medium,5'4'' to 5'6'',No,Yes,Yes
FTN2020-0364,Mentally unstable,0 feet to 1 feet,Female,Black,31,Medium,5'4'' to 5'6'',Yes,Yes,No
FTN2018-0119,Unknown,11 feet to 14 feet,Male,Black,39,Large,6'1'' to 6'3'',No,No,Yes
FTN2021-0014,None detected,0 feet to 1 feet,Male,Black,30,Medium,5'7'' to 5'9'',No,No,Yes
FTN2021-0059,Alchohol,0 feet to 1 feet,Female,White,33,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2021-0062,Unknown Drugs,4 feet to 6 feet,Female,Black,39,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2021-0138,Unknown,0 feet to 1 feet,Male,Hispanic,31,Small,5'4'' to 5'6'',No,No,No
FTN2019-0236,Unknown,0 feet to 1 feet,Male,Black,32,Medium,5'10'' to 6'0'',Yes,Yes,Yes
FTN2019-0010,Mentally unstable,1 feet to 3 feet,Female,Black,29,Small,5'0'' to 5'3'',No,Yes,No
FTN2017-0644,None detected,0 feet to 1 feet,Male,Black,19,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2022-0355,Alchohol,0 feet to 1 feet,Female,Black,36,Small,5'7'' to 5'9'',No,No,No
FTN2019-0355,Alchohol,1 feet to 3 feet,Male,Black,35,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2019-0402,Unknown ,4 feet to 6 feet ,Male ,Black ,18 ,Unknown,Unknown,No ,No ,No 
FTN2019-0402, Unknown, 4 feet to 6 feet, Male, Black, 15,Unknown,Unknown, No, No, No
FTN2021-0200,Unknown,0 feet to 1 feet,Male,Black,43,Large,5'7'' to 5'9'',Yes,Yes,Yes
FTN2019-0043,None detected,4 feet to 6 feet,Male,Black,60,Medium,5'10'' to 6'0'',No,No,Yes
FTN2019-0066,Unknown,11 feet to 14 feet,Male,Black,30,Medium,5'7'' to 5'9'',No,No,Yes
FTN2021-0223,Alchohol,0 feet to 1 feet,Male,Black,25,Medium,5'10'' to 6'0'',No,No,No
FTN2018-0348,Unknown,11 feet to 14 feet,Male,Black,0,Medium,5'7'' to 5'9'',No,No,Yes
FTN2019-0056,None detected,1 feet to 3 feet,Male,Black,63,Medium,5'10'' to 6'0'',No,No,Yes
FTN2019-0057,Alchohol,0 feet to 1 feet,Male,Black,32,Small,5'0'' to 5'3'',No,No,Yes
FTN2019-0059,Unknown,7 feet to 10 feet,Male,Black,26,Large,5'7'' to 5'9'',No,No,Yes
FTN2020-0153,Mentally unstable,0 feet to 1 feet,Female,Black,38,Medium,5'4'' to 5'6'',No,No,Yes
FTN2020-0185,Unknown ,22 feet to 25 feet ,Male ,Black ,Unknown,Unknown,Unknown,No ,No ,No 
FTN2020-0185, Unknown, 22 feet to 25 feet, Female, Black,Unknown,Unknown,Unknown, No, No, No
FTN2020-0195,Unknown ,7 feet to 10 feet ,Male ,White ,64 ,Small ,5'7'' to 5'9'' ,No ,Yes ,Yes 
FTN2020-0195, Unknown, 7 feet to 10 feet, Male, Black, 37, Small, 5'7'' to 5'9'', No, Yes, Yes
FTN2022-0031,Mentally unstable,7 feet to 10 feet,Male,Black,45,Large,6'1'' to 6'3'',No,Yes,Yes
FTN2020-0200,Mentally unstable,0 feet to 1 feet,Male,Black,48,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2020-0202,Unknown ,7 feet to 10 feet ,Male ,Black ,26 ,Medium ,5'7'' to 5'9'' ,Yes ,No ,No 
FTN2020-0202, Unknown, 7 feet to 10 feet, Male, Black, 23, Medium, 5'7'' to 5'9'', Yes, No, No
FTN2019-0119,Unknown,4 feet to 6 feet,Male,Black,29,Medium,5'10'' to 6'0'',No,No,Yes
FTN2020-0209,Unknown,11 feet to 14 feet,Male,Black,25,Medium,5'10'' to 6'0'',No,No,No
FTN2020-0232,Unknown,4 feet to 6 feet,Male,White,27,Medium,5'10'' to 6'0'',No,No,No
FTN2022-0336,Mentally unstable,7 feet to 10 feet,Male,White,47,Medium,6'1'' to 6'3'',No,Yes,No
FTN2020-0280,Alchohol,1 feet to 3 feet,Female,White,30,Medium,5'4'' to 5'6'',No,Yes,No
FTN2020-0292,Unknown,0 feet to 1 feet,Male,Black,Unknown,Medium,5'10'' to 6'0'',No,No,No
FTN2020-0284,Alchohol and unknown drugs,1 feet to 3 feet,Male,Black,27,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2021-0338,Alchohol and unknown drugs,0 feet to 1 feet,Male,Black,59,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2021-0360,None detected,1 feet to 3 feet,Male,Black,55,Medium,5'7'' to 5'9'',No,No,No
FTN2021-0374,Unknown Drugs,1 feet to 3 feet,Male,Black,16,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2021-0397,Unknown Drugs,0 feet to 1 feet,Male,Black,49,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2021-0398,Unknown,4 feet to 6 feet,Male,Black,27,Small,5'4'' to 5'6'',No,No,Yes
FTN2021-0408,Unknown,0 feet to 1 feet,Male,Black,0,Small,5'10'' to 6'0'',No,No,Yes
FTN2021-0412,None detected,11 feet to 14 feet,Male,Black,25,Medium,< 5'0'',No,No,Yes
FTN2018-0422,Unknown,4 feet to 6 feet,Male,Black,55,Medium,5'4'' to 5'6'',No,No,No
FTN2019-0042,Unknown,15 feet to 18 feet,Male,Black,36,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2022-0020,Alchohol,0 feet to 1 feet,Male,Black,55,Medium,5'7'' to 5'9'',No,No,Yes
FTN2022-0035,Mentally unstable,0 feet to 1 feet,Female,Black,20,Small,5'10'' to 6'0'',No,Yes,No
FTN2022-0044,Unknown Drugs,22 feet to 25 feet,Male,Asian,24,Small,5'7'' to 5'9'',No,No,Yes
FTN2022-0052,Unknown,0 feet to 1 feet,Male,Black,44,Medium,6'1'' to 6'3'',No,No,Yes
FTN2019-0081,Alchohol,0 feet to 1 feet,Female,White,23,Small,5'0'' to 5'3'',No,Yes,No
FTN2019-0155,Alchohol,0 feet to 1 feet,Female,White,25,Small,5'0'' to 5'3'',Yes,No,Yes
FTN2019-0084,Unknown,15 feet to 18 feet,Male,Black,34,Small,5'4'' to 5'6'',No,No,Yes
FTN2019-0214,Unknown,0 feet to 1 feet,Male,Black,26,Large,5'10'' to 6'0'',Yes,Yes,Yes
FTN2019-0106,Alchohol and unknown drugs,0 feet to 1 feet,Male,Black,23,Small,5'7'' to 5'9'',Yes,Yes,Yes
FTN2017-0616,Unknown,1 feet to 3 feet,Male,Black,31,Large,6'1'' to 6'3'',No,No,Yes
FTN2021-0004,Mentally unstable,7 feet to 10 feet,Male,Black,31,Medium,5'7'' to 5'9'',Yes,Yes,Yes
FTN2018-0141,Unknown,0 feet to 1 feet,Male,Black,32,Medium,5'7'' to 5'9'',No,No,Yes
FTN2019-0138,Alchohol,0 feet to 1 feet,Female,White,40,Large,5'7'' to 5'9'',No,Yes,Yes
FTN2022-0026,Alchohol,0 feet to 1 feet,Male,White,42,Large,6'1'' to 6'3'',Yes,Yes,Yes
FTN2022-0048,Unknown Drugs,0 feet to 1 feet,Male,Black,24,Small,6'1'' to 6'3'',Yes,Yes,Yes
FTN2022-0079,Alchohol,0 feet to 1 feet,Male,White,36,Large,6'1'' to 6'3'',No,No,Yes
FTN2019-0159,Mentally unstable,1 feet to 3 feet,Male,White,54,Medium,5'10'' to 6'0'',Yes,Yes,No
FTN2017-0398,Unknown,11 feet to 14 feet,Male,Black,31,Medium,5'10'' to 6'0'',No,No,Yes
FTN2022-0111,Alchohol,0 feet to 1 feet,Female,White,38,Small,5'7'' to 5'9'',No,No,No
FTN2019-0218,Mentally unstable,4 feet to 6 feet,Female,Black,25,Medium,5'10'' to 6'0'',No,No,Yes
FTN2020-0300,Unknown,0 feet to 1 feet,Sex-Unk,Black,0,Small,5'0'' to 5'3'',No,No,No
FTN2020-0299,Alchohol,0 feet to 1 feet,Female,White,28,Large,5'7'' to 5'9'',Yes,Yes,Yes
FTN2020-0311,Mentally unstable,1 feet to 3 feet,Male,Black,17,Medium,6'1'' to 6'3'',No,Yes,No
FTN2020-0321,Alchohol,1 feet to 3 feet,Male,Black,54,Large,5'7'' to 5'9'',No,Yes,Yes
FTN2020-0327,Alchohol and unknown drugs ,0 feet to 1 feet ,Female ,White ,Unknown,Small ,5'4'' to 5'6'' ,No ,No ,No 
FTN2020-0327, Alchohol and unknown drugs, 0 feet to 1 feet, Female, White,Unknown, Small, 5'4'' to 5'6'', No, No, No
FTN2020-0334,Unknown,1 feet to 3 feet,Male,Black,28,Medium,5'7'' to 5'9'',No,Yes,Yes
FTN2020-0343,Alchohol and unknown drugs,0 feet to 1 feet,Male,White,47,Medium,5'10'' to 6'0'',No,Yes,Yes
FTN2020-0345,Alchohol,0 feet to 1 feet,Male,Black,42,Large,5'7'' to 5'9'',No,No,Yes
FTN2017-0621,None detected ,11 feet to 14 feet ,Male ,Black ,24 ,Small ,5'4'' to 5'6'' ,No ,No ,Yes 
FTN2017-0621, None detected , 11 feet to 14 feet , Female , Black , 24 , Small , 5'4'' to 5'6'' , No , No , Yes 
FTN2017-0621, None detected, 11 feet to 14 feet, Female, Black, 21, Small, 5'4'' to 5'6'', No, No, Yes
FTN2020-0362,Unknown,0 feet to 1 feet,Male,Black,48,XLarge,5'10'' to 6'0'',No,Yes,Yes
FTN2020-0365,Unknown,19 feet to 21 feet,Male,Hispanic,43,Large,5'7'' to 5'9'',No,No,Yes
FTN2020-0389,Unknown,1 feet to 3 feet,Male,Black,28,Medium,5'10'' to 6'0'',No,No,No
FTN2020-0371,Unknown,1 feet to 3 feet,Male,Black,40,Large,6'1'' to 6'3'',No,No,Yes
FTN2020-0373,Mentally unstable,7 feet to 10 feet,Male,Black,27,Medium,5'4'' to 5'6'',No,Yes,No
FTN2020-0386,Alchohol,0 feet to 1 feet,Male,Black,43,Medium,Unknown,No,Yes,Yes
FTN2020-0387,None detected,1 feet to 3 feet,Male,Black,17,Medium,5'10'' to 6'0'',No,No,Yes
FTN2021-0009,None detected,0 feet to 1 feet,Male,Black,22,Small,5'10'' to 6'0'',No,No,Yes
FTN2021-0018,None detected,1 feet to 3 feet,Male,Black,Unknown,Medium,5'10'' to 6'0'',No,No,No
FTN2021-0019,Alchohol,0 feet to 1 feet,Male,White,38,Small,5'4'' to 5'6'',No,Yes,Yes
FTN2021-0032,Unknown,Unknown,Male,Black,23,Unknown,Unknown,No,Yes,No
