PIB File Number,Use of Force Type,Use of Force Level,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Officer Injured
FTN2018-0088,Firearm (Exhibited),L1,Yes,Black,Male,30,11,No
FTN2018-0218,Firearm (Exhibited),L1,Yes,Black,Male,30,11,No
FTN2018-0036,Firearm (Exhibited),L1,Yes,Black,Male,30,11,No
FTN2017-0641,CEW Deployment,L2,Yes,Black,Male,30,11,No
FTN2019-0328,Firearm (Discharged),L4,Yes,Black,Male,30,11,Yes
FTN2018-0092,Hands,L1,Yes,White,Female,30,11,No
FTN2018-0267,Hands,L1,Yes,White,Female,30,11,No
FTN2018-0460,Firearm (Exhibited),L1,Yes,Black,Male,30,11,No
FTN2018-0004,Firearm (Exhibited),L1,Yes,Black,Male,30,11,No
FTN2018-0183,Firearm (Exhibited),L1,Yes,Black,Male,30,11,No
FTN2018-0315,Firearm (Exhibited),L1,Yes,Black,Male,30,11,No
FTN2018-0299,Firearm (Exhibited),L1,Yes,Black,Male,30,11,No
FTN2016-0033,Hands,L1,Yes,White,Male,30,11,No
FTN2016-0405,Firearm (Exhibited),L1,Yes,White,Male,30,11,No
FTN2016-0043,Force (Take Down),L2,Yes,Black,Male,30,11,No
FTN2016-0141,Firearm (Exhibited),L1,Yes,White,Male,30,11,No
FTN2016-0142,Force (Escort Tech),L1,Yes,White,Male,30,11,No
FTN2016-0142,Hands,L1,Yes,White,Male,30,11,No
FTN2016-0255,Force (Take Down),L2,Yes,Black,Male,30,11,No
FTN2017-0349,Hands,L1,Yes,Black,Male,30,11,No
FTN2019-0206,Firearm (Exhibited),L1,Yes,Black,Male,31,11,No
FTN2017-0312,Firearm (Exhibited),L1,Yes,Black,Male,31,11,No
FTN2019-0167,Firearm (Exhibited),L1,Yes,White,Female,31,11,No
FTN2017-0542,Firearm (Exhibited),L1,Yes,Black,Male,31,11,No
FTN2017-0346,Firearm (Exhibited),L1,Yes,Black,Male,31,11,No
FTN2019-0241,Firearm (Exhibited),L1,Yes,Black,Male,31,11,No
FTN2018-0217,Firearm (Exhibited),L1,No,Black,Male,31,11,No
FTN2020-0304,Firearm (Exhibited),L1,Yes,Black,Male,31,11,No
FTN2017-0271,Firearm (Exhibited),L1,Yes,Black,Male,31,11,No
FTN2016-0280,Other,L1,Yes,White,Male,31,11,No
FTN2016-0010,Firearm (Exhibited),L1,Yes,White,Male,31,11,No
FTN2017-0022,Force (Escort Tech),L1,Yes,Black,Male,31,11,No
FTN2017-0226,Firearm (Exhibited),L1,No,Black,Male,31,11,No
FTN2020-0370,Firearm (Exhibited),L1,Yes,Black,Male,32,11,No
FTN2019-0168,Firearm (Exhibited),L1,Yes,Black,Male,32,11,No
FTN2019-0327,Force (Take Down),L2,No,Black,Male,32,11,No
FTN2017-0398,CEW Exhibited/Laser,L1,Yes,White,Male,32,11,No
FTN2021-0297,Head Strike (No Wep),L3,Yes,Black,Male,32,11,No
FTN2020-0255,Firearm (Exhibited),L1,Yes,Black,Male,32,11,No
FTN2020-0126,Rifle (Pointed),L1,Yes,Black,Male,32,11,No
FTN2020-0199,Firearm (Exhibited),L1,Yes,Black,Male,32,11,No
FTN2021-0167,Firearm (Exhibited),L1,No,Black,Male,32,11,No
FTN2021-0198,Firearm (Exhibited),L1,Yes,Black,Male,32,11,No
FTN2018-0308,Takedown (w/injury),L2,Yes,Black,Male,32,11,No
FTN2022-0036,Firearm (Exhibited),L1,Yes,Black,Male,32,11,Yes
FTN2022-0036,Hands,L1,Yes,Black,Male,32,11,Yes
FTN2021-0023,Hands,L1,Yes,Black,Male,32,11,No
FTN2020-0314,Firearm (Exhibited),L1,Yes,Black,Male,32,11,No
FTN2020-0139,Rifle (Pointed),L1,Yes,Black,Male,32,11,No
FTN2017-0189,Force (Escort Tech),L1,Yes,White,Male,32,11,No
FTN2021-0103,Firearm (Exhibited),L1,Yes,Black,Male,33,11,No
FTN2021-0033,Firearm (Exhibited),L1,Yes,Black,Male,33,11,No
FTN2020-0321,Takedown (no injury),L1,Yes,Black,Male,33,11,No
FTN2021-0088,Firearm (Exhibited),L1,Yes,Black,Male,33,11,No
FTN2020-0222,CEW Deployment,L2,Yes,Black,Male,33,11,Yes
FTN2020-0125,Takedown (no injury),L1,Yes,Black,Male,33,11,No
FTN2019-0288,Firearm (Exhibited),L1,Yes,White,Male,33,11,No
FTN2019-0331,Takedown (no injury),L1,Yes,White,Male,33,11,No
FTN2017-0382,Force (Take Down),L2,Yes,White,Male,33,11,No
FTN2017-0502,Firearm (Exhibited),L1,Yes,White,Male,33,11,No
FTN2019-0086,Hands,L1,No,Black,Male,33,11,No
FTN2021-0417,Firearm (Exhibited),L1,Yes,Black,Male,33,11,No
FTN2022-0204,Firearm (Exhibited),L1,No,Black,Male,33,11,No
FTN2021-0037,Firearm (Exhibited),L1,Yes,Black,Male,33,11,No
FTN2022-0013,Firearm (Exhibited),L1,Yes,Black,Male,33,11,No
FTN2022-0361,Firearm (Exhibited),L1,Yes,Black,Male,33,11,No
FTN2022-0383,Firearm (Exhibited),L1,Yes,Black,Male,33,11,No
FTN2022-0438,Takedown (no injury),L1,Yes,Black,Male,33,11,No
FTN2022-0439,Firearm (Exhibited),L1,Yes,Black,Male,33,11,No
FTN2021-0041,Other,L3,Yes,Black,Male,33,11,No
FTN2021-0084,Other,L3,Yes,Black,Male,33,11,No
FTN2023-0307,Hands,L1,Yes,Black,Male,34,11,No
FTN2021-0080,Hands,L1,Yes,Black,Male,34,11,No
FTN2021-0348,Firearm (Discharged),L4,No,Black,Male,34,11,No
FTN2021-0254,Takedown (no injury),L1,Yes,Black,Male,34,11,No
FTN2021-0065,Takedown (no injury),L1,Yes,Black,Male,34,11,No
FTN2020-0152,Firearm (Exhibited),L1,Yes,Black,Male,34,11,No
FTN2021-0234,Takedown (no injury),L1,Yes,Black,Male,34,11,No
FTN2021-0265,CEW Deployment,L2,No,Black,Male,34,11,No
FTN2019-0055,Firearm (Exhibited),L1,Yes,White,Male,34,11,No
FTN2021-0129,Firearm (Exhibited),L1,Yes,Black,Male,34,11,No
FTN2021-0182,Hands,L1,Yes,Black,Male,34,11,No
FTN2020-0098,Hands,L1,Yes,Black,Male,34,11,No
FTN2018-0004,Firearm (Exhibited),L1,Yes,White,Male,34,11,No
FTN2022-0024,Firearm (Exhibited),L1,Yes,Black,Male,34,11,No
FTN2023-0142,Firearm (Exhibited),L1,Yes,Black,Male,34,11,No
FTN2023-0407,Firearm (Exhibited),L1,Yes,Black,Male,34,11,No
FTN2023-0089,Head Strike (No Wep),L3,Yes,Black,Male,34,11,No
FTN2018-0434,Firearm (Exhibited),L1,Yes,White,Male,34,11,No
FTN2018-0299,Takedown (no injury),L1,Yes,White,Male,34,11,No
FTN2023-0101,Hands,L1,Yes,Black,Male,34,11,No
FTN2022-0407,Firearm (Exhibited),L1,Yes,Black,Male,34,11,No
FTN2023-0111,Gas Dispersant,L2,No,Black,Male,34,11,No
FTN2016-0483,Firearm (Exhibited),L1,Yes,White,Male,34,11,No
FTN2016-0630,CEW Deployment,L2,Yes,White,Male,34,11,Yes
FTN2017-0009,CEW Exhibited/Laser,L1,Yes,White,Male,35,11,No
FTN2021-0053,Firearm (Exhibited),L1,Yes,White,Male,35,11,No
FTN2024-0075,Hands,L1,Yes,Black,Male,35,11,No
FTN2023-0181,Takedown (no injury),L1,Yes,Black,Male,35,11,No
FTN2023-0181,Head Strike (No Wep),L3,Yes,Black,Male,35,11,No
FTN2023-0104,Firearm (Exhibited),L1,Yes,Black,Male,35,11,No
FTN2023-0054,Firearm (Exhibited),L1,Yes,Black,Male,35,11,No
FTN2023-0068,Firearm (Exhibited),L1,Yes,Black,Male,35,11,No
FTN2023-0399,Gas Dispersant,L2,Yes,Black,Male,35,11,No
FTN2022-0265,Firearm (Exhibited),L1,Yes,Black,Male,35,11,No
FTN2023-0358,Firearm (Exhibited),L1,Yes,Black,Male,35,11,No
FTN2023-0440,Firearm (Exhibited),L1,Yes,Black,Male,35,11,No
FTN2016-0177,Firearm (Exhibited),L1,Yes,Black,Male,35,11,No
FTN2016-0224,Firearm (Exhibited),L1,Yes,Black,Male,35,11,No
FTN2016-0138,CEW Exhibited/Laser,L1,Yes,Black,Male,35,11,No
FTN2016-0011,Force (Escort Tech),L1,Yes,Black,Male,35,11,No
FTN2016-0011,Hands,L1,Yes,Black,Male,35,11,No
FTN2016-0374,Firearm (Exhibited),L1,Yes,Black,Male,35,11,No
FTN2023-0526,Hands,L1,No,Black,Male,36,11,No
FTN2016-0033,Hands,L1,Yes,Black,Female,36,11,No
FTN2017-0063,Firearm (Exhibited),L1,Yes,Black,Male,36,11,No
FTN2017-0156,Firearm (Exhibited),L1,Yes,Black,Male,36,11,No
FTN2017-0156,Force (Escort Tech),L1,Yes,Black,Male,36,11,No
FTN2016-0567,Hands,L1,Yes,Black,Female,36,11,Yes
FTN2017-0101,CEW Deployment,L2,No,Black,Male,36,11,No
FTN2017-0101,Force (Take Down),L2,Yes,Black,Male,36,11,No
FTN2021-0376,Firearm (Exhibited),L1,Yes,White,Male,37,11,No
FTN2021-0251,Firearm (Exhibited),L1,Yes,White,Male,37,11,No
FTN2019-0058,Firearm (Exhibited),L1,No,White,Male,37,11,No
FTN2017-0390,Other,L1,Yes,Black,Female,37,11,No
FTN2024-0135,Firearm (Exhibited),L1,Yes,Black,Male,37,11,No
FTN2016-0157,Firearm (Exhibited),L1,Yes,White,Male,37,11,No
FTN2017-0342,Force (Take Down),L2,Yes,White,Male,38,11,No
FTN2020-0347,Takedown (no injury),L1,Yes,White,Male,38,11,No
FTN2022-0008,Takedown (no injury),L1,Yes,White,Male,38,11,No
FTN2017-0578,Rifle (Pointed),L1,Yes,White,Male,38,11,No
FTN2017-0522,Hands,L1,Yes,White,Male,38,11,No
FTN2020-0219,Firearm (Exhibited),L1,No,White,Male,38,11,No
FTN2019-0112,Hands,L1,Yes,Black,Male,38,11,No
FTN2020-0106,CEW Deployment,L2,Yes,White,Male,38,11,No
FTN2020-0305,CEW Deployment,L2,Yes,Black,Male,39,11,No
FTN2020-0284,Hands,L1,Yes,Black,Male,39,11,No
FTN2018-0222,CEW Deployment,L2,Yes,White,Male,39,11,No
FTN2018-0023,CEW Deployment,L2,Yes,White,Male,39,11,No
FTN2018-0438,CEW Deployment,L2,Limited,White,Male,39,11,No
FTN2021-0184,CEW Deployment,L2,Yes,White,Male,39,11,No
FTN2018-0303,Hands,L1,Yes,White,Male,39,11,No
FTN2018-0338,Rifle (Pointed),L1,Yes,White,Male,39,11,No
FTN2023-0456,Firearm (Exhibited),L1,Yes,White,Male,39,11,No
FTN2019-0151,Firearm (Exhibited),L1,Yes,White,Male,40,11,No
FTN2021-0250,Hands,L1,Yes,Black,Male,40,11,No
FTN2021-0275,Takedown (no injury),L1,Yes,Black,Male,40,11,No
FTN2019-0152,Firearm (Exhibited),L1,Yes,White,Male,40,11,No
FTN2019-0033,Hands,L1,Yes,White,Male,40,11,Yes
FTN2022-0027,Firearm (Exhibited),L1,Yes,White,Male,40,11,No
FTN2020-0086,CEW Deployment,L2,Yes,Black,Female,40,11,No
FTN2019-0274,Hands,L1,Yes,White,Male,40,11,No
FTN2022-0193,Takedown (no injury),L1,Yes,White,Male,40,11,No
FTN2022-0309,Firearm (Exhibited),L1,Yes,White,Male,40,11,No
FTN2022-0410,Takedown (no injury),L1,Yes,White,Male,40,11,Yes
FTN2021-0410,Takedown (no injury),L1,Yes,White,Male,42,11,No
FTN2024-0026,Takedown (no injury),L1,Yes,White,Male,42,11,No
FTN2023-0184,Hands,L1,Yes,Black,Male,42,11,Yes
FTN2022-0037,Firearm (Exhibited),L1,Yes,White,Male,43,11,No
FTN2018-0345,Firearm (Exhibited),L1,No,Hispanic,Female,44,11,No
FTN2022-0476,Force (Escort Tech),L1,Yes,White,Male,45,11,Yes
FTN2022-0476,Hands,L1,Yes,White,Male,45,11,Yes
FTN2016-0430,Hands,L1,Yes,Black,Male,45,11,No
FTN2016-0430,Force (Take Down),L2,Yes,Black,Male,45,11,No
FTN2016-0314,CEW Deployment,L2,No,Black,Male,54,11,No
FTN2016-0369,Hands,L1,Yes,Black,Male,54,11,Yes
FTN2016-0039,Force (Escort Tech),L1,Yes,Hispanic,Male,27,12,No
FTN2016-0344,Hands,L1,Yes,Hispanic,Male,27,12,No
FTN2016-0075,Force (Take Down),L2,Yes,Hispanic,Male,27,12,No
FTN2016-0143,Hands,L1,Yes,Hispanic,Male,27,12,No
FTN2016-0287,Hands,L1,Yes,Hispanic,Male,27,12,No
FTN2016-0350,Hands,L1,Yes,Hispanic,Male,27,12,No
FTN2017-0470,Hands,L1,Yes,Hispanic,Male,28,12,No
FTN2017-0381,Firearm (Exhibited),L1,No,Hispanic,Male,28,12,No
FTN2017-0389,Hands,L1,Yes,Hispanic,Male,28,12,No
FTN2017-0096,Firearm (Exhibited),L1,No,Hispanic,Male,28,12,No
FTN2017-0411,Force (Take Down),L2,Yes,Hispanic,Male,28,12,No
FTN2016-0331,Firearm (Exhibited),L1,Yes,Black,Female,28,12,No
FTN2018-0349,Firearm (Exhibited),L1,Yes,Black,Female,30,12,No
FTN2018-0437,Firearm (Exhibited),L1,Yes,Black,Female,30,12,No
FTN2016-0066,Firearm (Exhibited),L1,Yes,Black,Male,30,12,No
FTN2019-0246,Firearm (Exhibited),L1,Yes,White,Male,31,12,No
FTN2019-0006,CEW Deployment,L2,Yes,White,Male,31,12,No
FTN2017-0008,Hands,L1,Yes,White,Male,31,12,No
FTN2019-0242,Firearm (Exhibited),L1,Yes,White,Male,32,12,No
FTN2021-0138,Hands,L1,Yes,Hispanic,Male,32,12,No
FTN2016-0397,Firearm (Exhibited),L1,Yes,White,Male,32,12,No
FTN2016-0055,Firearm (Exhibited),L1,No,White,Male,32,12,No
FTN2016-0167,Firearm (Exhibited),L1,Yes,White,Male,32,12,No
FTN2016-0167,Force (Take Down),L2,Yes,White,Male,32,12,No
FTN2016-0037,Firearm (Exhibited),L1,Yes,White,Male,32,12,No
FTN2016-0597,Firearm (Exhibited),L1,Yes,White,Male,32,12,No
FTN2016-0060,Firearm (Exhibited),L1,Yes,White,Male,32,12,No
FTN2016-0072,Force (Escort Tech),L1,Yes,White,Male,32,12,No
FTN2016-0473,Hands,L1,Yes,White,Male,32,12,No
FTN2017-0597,Firearm (Exhibited),L1,Yes,White,Male,33,12,No
FTN2021-0070,Firearm (Exhibited),L1,Yes,White,Male,33,12,No
FTN2021-0070,Takedown (no injury),L1,Yes,White,Male,33,12,No
FTN2017-0382,Force (Take Down),L2,Yes,White,Male,33,12,No
FTN2017-0533,Firearm (Exhibited),L1,Yes,White,Male,33,12,No
FTN2020-0199,Firearm (Exhibited),L1,Yes,White,Male,33,12,No
FTN2016-0438,Force (Take Down),L2,Yes,Black,Male,33,12,No
FTN2017-0458,Firearm (Exhibited),L1,No,White,Male,33,12,No
FTN2017-0458,Hands,L1,Yes,White,Male,33,12,No
FTN2022-0007,Rifle (Pointed),L1,No,Hispanic,Male,33,12,No
FTN2022-0264,Takedown (no injury),L1,Yes,Hispanic,Male,33,12,No
FTN2022-0446,Hands (with injury),L2,Yes,Hispanic,Male,33,12,Yes
FTN2022-0446,Takedown (w/injury),L2,Yes,Hispanic,Male,33,12,Yes
FTN2016-0131,Firearm (Exhibited),L1,Yes,White,Male,33,12,No
FTN2017-0541,Force (Take Down),L2,Yes,White,Male,33,12,No
FTN2016-0124,Hands,L1,Yes,White,Male,33,12,No
FTN2017-0302,Firearm (Exhibited),L1,Yes,White,Male,33,12,No
FTN2017-0155,Firearm (Exhibited),L1,Yes,White,Male,33,12,No
FTN2017-0138,Firearm (Exhibited),L1,Yes,White,Male,33,12,No
FTN2016-0051,Hands,L1,Yes,White,Male,33,12,No
FTN2017-0010,Firearm (Exhibited),L1,Yes,White,Male,33,12,No
FTN2016-0622,Force (Take Down),L2,Yes,Black,Male,33,12,No
FTN2016-0075,Force (Escort Tech),L1,Yes,Black,Male,33,12,No
FTN2016-0075,Hands,L1,Yes,Black,Male,33,12,No
FTN2016-0541,Force (Take Down),L2,Yes,Black,Male,33,12,No
FTN2016-0514,Force (Take Down),L2,Yes,Black,Male,33,12,No
FTN2016-0143,Hands,L1,Yes,Black,Male,33,12,No
FTN2016-0146,Hands,L1,Yes,Black,Male,33,12,No
FTN2016-0168,Hands,L1,Yes,Black,Male,33,12,No
FTN2016-0278,Hands,L1,Yes,Black,Male,33,12,No
FTN2016-0278,Force (Take Down),L2,Yes,Black,Male,33,12,No
FTN2016-0350,Hands,L1,Yes,Black,Male,33,12,No
FTN2016-0468,Firearm (Exhibited),L1,Yes,White,Male,33,12,No
FTN2016-0446,Force (Take Down),L2,Yes,Black,Male,33,12,No
FTN2016-0486,Hands,L1,Yes,Black,Male,33,12,No
FTN2018-0035,Firearm (Exhibited),L1,Yes,White,Male,34,12,No
FTN2021-0101,Firearm (Exhibited),L1,Yes,White,Male,34,12,No
FTN2017-0587,Hands,L1,Yes,Black,Male,34,12,No
FTN2019-0318,Handcuffed Subject,L4,Yes,Black,Male,34,12,Yes
FTN2017-0270,Hands,L1,Yes,Black,Male,34,12,No
FTN2018-0279,Firearm (Exhibited),L1,Yes,White,Male,34,12,No
FTN2023-0136,Firearm (Exhibited),L1,Yes,Hispanic,Male,34,12,No
FTN2017-0284,Firearm (Exhibited),L1,Yes,White,Male,34,12,No
FTN2017-0008,CEW Exhibited/Laser,L1,Yes,White,Male,34,12,No
FTN2017-0504,Firearm (Exhibited),L1,Yes,White,Male,34,12,No
FTN2017-0005,Force (Take Down),L2,Yes,Black,Male,34,12,No
FTN2017-0030,Force (Take Down),L2,Yes,Black,Male,34,12,Yes
FTN2018-0278,Firearm (Exhibited),L1,Yes,Black,Male,35,12,No
FTN2020-0088,Hands,L1,Yes,Black,Male,35,12,No
FTN2018-0312,Firearm (Exhibited),L1,Yes,White,Male,35,12,No
FTN2018-0367,CEW Deployment,L2,Limited,White,Male,35,12,No
FTN2018-0018,Other,L1,Yes,White,Male,35,12,Yes
FTN2018-0221,Firearm (Exhibited),L1,Yes,White,Male,35,12,No
FTN2018-0221,Takedown (no injury),L1,Yes,White,Male,35,12,No
FTN2016-0421,Firearm (Exhibited),L1,Yes,Black,Male,35,12,No
FTN2016-0121,Force (Take Down),L2,Yes,Black,Male,35,12,No
FTN2016-0024,Firearm (Exhibited),L1,Yes,Black,Male,35,12,No
FTN2016-0024,Hands,L1,Yes,Black,Male,35,12,No
FTN2016-0307,Firearm (Exhibited),L1,Yes,Black,Male,35,12,No
FTN2016-0099,Force (Take Down),L2,Yes,White,Male,35,12,No
FTN2016-0191,Hands,L1,Yes,Black,Male,35,12,No
FTN2016-0060,Firearm (Exhibited),L1,Yes,Black,Male,35,12,No
FTN2017-0460,Hands,L1,Yes,Black,Male,36,12,No
FTN2024-0161,Hands,L1,Yes,Black,Female,36,12,No
FTN2017-0556,Force (Escort Tech),L1,Yes,Black,Male,36,12,No
FTN2017-0556,Force (Take Down),L2,Yes,Black,Male,36,12,No
FTN2017-0425,Hands,L1,Yes,Black,Male,36,12,No
FTN2017-0588,Firearm (Exhibited),L1,Yes,Black,Male,36,12,No
FTN2020-0360,Firearm (Exhibited),L1,Yes,White,Male,36,12,No
FTN2016-0513,Hands,L1,Yes,Hispanic,Male,36,12,No
FTN2016-0436,Firearm (Exhibited),L1,Yes,Hispanic,Male,36,12,No
FTN2016-0570,Hands,L1,Yes,Hispanic,Male,36,12,No
FTN2016-0570,Force (Take Down),L2,Yes,Hispanic,Male,36,12,No
FTN2016-0246,Firearm (Exhibited),L1,Yes,Hispanic,Male,36,12,No
FTN2016-0400,CEW Deployment,L4,Yes,Hispanic,Male,36,12,No
FTN2017-0055,Hands,L1,Yes,White,Male,36,12,No
FTN2016-0004,Hands,L1,Yes,Hispanic,Male,36,12,No
FTN2017-0165,Force (Take Down),L2,Yes,White,Male,36,12,No
FTN2017-0050,CEW Deployment,L2,Yes,White,Male,36,12,No
FTN2016-0077,CEW Exhibited/Laser,L1,No,Hispanic,Male,36,12,No
FTN2016-0077,Firearm (Exhibited),L1,No,Hispanic,Male,36,12,No
FTN2016-0474,Firearm (Exhibited),L1,Yes,Hispanic,Male,36,12,No
FTN2016-0487,CEW Exhibited/Laser,L1,Yes,Hispanic,Male,36,12,No
FTN2017-0599,CEW Exhibited/Laser,L1,Yes,Hispanic,Male,37,12,No
FTN2017-0625,Firearm (Exhibited),L1,Yes,Hispanic,Male,37,12,No
FTN2017-0399,CEW Deployment,L2,No,Hispanic,Male,37,12,No
FTN2017-0442,CEW Exhibited/Laser,L1,Yes,Hispanic,Male,37,12,No
FTN2017-0442,Firearm (Exhibited),L1,Yes,Hispanic,Male,37,12,No
FTN2018-0386,Firearm (Exhibited),L1,Yes,Black,Male,37,12,No
FTN2021-0300,Firearm (Exhibited),L1,No,White,Male,37,12,No
FTN2016-0048,Force (Take Down),L2,Yes,White,Male,37,12,Yes
FTN2018-0018,Hands,L1,Yes,Black,Male,37,12,No
FTN2021-0236,Firearm (Exhibited),L1,Yes,White,Male,37,12,Yes
FTN2021-0236,Force (Defense Tech),L2,Yes,White,Male,37,12,Yes
FTN2016-0196,Force (Take Down),L2,Yes,White,Male,37,12,Yes
FTN2016-0269,CEW Deployment,L4,No,White,Male,37,12,No
FTN2016-0195,Firearm (Exhibited),L1,Yes,White,Male,37,12,No
FTN2018-0236,Firearm (Exhibited),L1,Yes,Hispanic,Male,38,12,No
FTN2018-0049,CEW Exhibited/Laser,L1,Yes,Hispanic,Male,38,12,No
FTN2018-0262,CEW Deployment,L2,Yes,Hispanic,Male,38,12,No
FTN2017-0075,Firearm (Exhibited),L1,Yes,White,Male,38,12,No
FTN2018-0220,Force (Take Down),L2,Yes,Hispanic,Male,38,12,No
FTN2022-0025,Hands,L1,Yes,White,Male,38,12,No
FTN2022-0128,Force (Take Down),L2,Yes,White,Male,38,12,No
FTN2019-0081,Hands,L1,Yes,Hispanic,Male,39,12,No
FTN2019-0226,Force (Take Down),L2,Yes,Hispanic,Male,39,12,No
FTN2019-0326,Force (Escort Tech),L1,Yes,Hispanic,Male,39,12,No
FTN2019-0122,Hands,L1,Yes,Hispanic,Male,39,12,No
FTN2020-0068,Firearm (Exhibited),L1,Yes,Black,Male,39,12,No
FTN2023-0456,Firearm (Exhibited),L1,Yes,White,Male,39,12,No
FTN2020-0217,Firearm (Exhibited),L1,Yes,Hispanic,Male,40,12,No
FTN2020-0315,Baton (non-strike),L1,Yes,Hispanic,Male,40,12,No
FTN2019-0406,Firearm (Exhibited),L1,Yes,White,Male,40,12,No
FTN2020-0154,Takedown (w/injury),L2,Yes,Hispanic,Male,40,12,No
FTN2021-0229,Firearm (Exhibited),L1,Yes,Black,Male,40,12,No
FTN2020-0366,Hands,L1,Yes,Hispanic,Male,40,12,No
FTN2021-0141,Vehicle,L4,Yes,Black,Male,40,12,No
FTN2021-0022,Firearm (Exhibited),L1,Yes,Hispanic,Male,41,12,No
FTN2021-0288,Firearm (Exhibited),L1,Yes,Hispanic,Male,41,12,No
FTN2021-0098,Head Strike (No Wep),L3,Yes,Hispanic,Male,41,12,No
FTN2021-0189,Force (Escort Tech),L1,Yes,Hispanic,Male,41,12,No
FTN2022-0091,Firearm (Exhibited),L1,Yes,White,Male,43,12,No
FTN2022-0171,Force (Defense Tech),L2,Yes,White,Male,43,12,No
FTN2016-0180,Hands,L1,Yes,Black,Male,44,12,No
FTN2017-0180,CEW Exhibited/Laser,L1,Yes,Black,Male,45,12,No
FTN2017-0478,Hands,L1,Yes,Black,Male,45,12,No
FTN2017-0483,Firearm (Exhibited),L1,Yes,White,Female,46,12,No
FTN2017-0200,Hands,L1,Yes,White,Female,46,12,No
FTN2018-0271,Force (Take Down),L2,Yes,Black,Male,46,12,No
FTN2018-0274,Hands,L1,Yes,Black,Male,46,12,No
FTN2018-0383,Hands,L1,Yes,White,Female,47,12,No
FTN2019-0211,Firearm (Exhibited),L1,Yes,Black,Male,47,12,No
FTN2019-0245,Firearm (Exhibited),L1,Yes,White,Female,48,12,No
FTN2020-0160,Takedown (no injury),L1,Yes,White,Female,49,12,No
FTN2021-0122,Hands,L1,Yes,White,Female,50,12,No
FTN2022-0108,Takedown (w/injury),L2,Yes,White,Female,51,12,No
FTN2023-0261,Firearm (Exhibited),L1,Yes,White,Female,52,12,No
FTN2024-0059,Hands,L1,Yes,White,Female,53,12,No
FTN2018-0172,CEW Deployment,L2,Limited,Black,Female,37,13,No
FTN2016-0215,Firearm (Exhibited),L1,Yes,Black,Male,41,13,No
FTN2016-0417,Firearm (Exhibited),L1,Yes,Black,Male,27,14,No
FTN2016-0390,Firearm (Exhibited),L1,Yes,Black,Male,27,14,No
FTN2016-0162,Firearm (Exhibited),L1,Yes,Black,Male,27,14,No
FTN2016-0096,CEW Exhibited/Laser,L1,No,Black,Male,27,14,No
FTN2016-0105,Firearm (Exhibited),L1,Yes,Black,Male,27,14,No
FTN2016-0105,Force (Take Down),L2,Yes,Black,Male,27,14,No
FTN2016-0211,CEW Exhibited/Laser,L1,Yes,Black,Male,27,14,No
FTN2016-0211,Firearm (Exhibited),L1,No,Black,Male,27,14,No
FTN2017-0592,Rifle (Pointed),L1,Yes,Black,Male,28,14,No
FTN2017-0597,Firearm (Exhibited),L1,Yes,Black,Male,28,14,No
FTN2016-0020,Firearm (Exhibited),L1,Yes,Black,Male,28,14,No
FTN2017-0037,Firearm (Discharged),L4,Yes,Black,Male,28,14,No
FTN2016-0526,Force (Take Down),L2,Yes,White,Male,28,14,No
FTN2018-0361,Takedown (no injury),L1,Yes,Black,Male,29,14,No
FTN2018-0035,Firearm (Exhibited),L1,Yes,Black,Male,29,14,No
FTN2018-0139,Firearm (Exhibited),L1,Yes,Black,Male,29,14,No
FTN2017-0596,Firearm (Exhibited),L1,Yes,Black,Male,29,14,No
FTN2017-0539,Force (Escort Tech),L1,Yes,Black,Male,29,14,No
FTN2017-0539,Force (Take Down),L2,Yes,Black,Male,29,14,No
FTN2018-0183,Firearm (Exhibited),L1,Yes,Black,Male,29,14,No
FTN2017-0584,Firearm (Exhibited),L1,Yes,Black,Male,29,14,No
FTN2018-0434,Firearm (Exhibited),L1,Yes,Black,Male,29,14,No
FTN2017-0453,Firearm (Exhibited),L1,Yes,White,Male,29,14,No
FTN2016-0364,Firearm (Exhibited),L1,Yes,Black,Male,29,14,No
FTN2016-0331,Firearm (Exhibited),L1,Yes,Black,Male,29,14,No
FTN2016-0331,Force (Escort Tech),L1,Yes,Black,Male,29,14,No
FTN2017-0008,Hands,L1,Yes,Black,Male,29,14,No
FTN2016-0067,Force (Take Down),L2,No,Black,Male,29,14,No
FTN2017-0259,Firearm (Exhibited),L1,Yes,White,Male,29,14,No
FTN2017-0016,Firearm (Exhibited),L1,Yes,White,Male,29,14,No
FTN2017-0124,CEW Exhibited/Laser,L1,Yes,White,Male,29,14,No
FTN2017-0124,Hands,L1,Yes,White,Male,29,14,No
FTN2017-0176,Firearm (Exhibited),L1,Yes,White,Male,29,14,No
FTN2017-0176,Hands,L1,Yes,White,Male,29,14,No
FTN2019-0177,Firearm (Exhibited),L1,Yes,Black,Male,30,14,No
FTN2019-0110,Firearm (Exhibited),L1,Yes,Black,Male,30,14,No
FTN2019-0206,Rifle (Pointed),L1,Yes,Black,Male,30,14,No
FTN2019-0066,Hands,L1,Yes,Black,Male,30,14,No
FTN2019-0066,Rifle (Pointed),L1,Yes,Black,Male,30,14,No
FTN2017-0452,Hands,L1,Yes,Black,Male,30,14,No
FTN2017-0087,CEW Deployment,L2,No,Black,Male,30,14,No
FTN2019-0332,Hands,L1,Yes,Black,Male,30,14,No
FTN2019-0332,Rifle (Pointed),L1,No,Black,Male,30,14,No
