PIB File Number,Date Occurred,Originating Bureau,Division Level,Division,Unit,Working Status,Shift,Investigation Status,Disposition,Service Type,Light Condition,Weather Condition,Subject Count,Officer Count
FTN2016-0193,4/5/2016,FOB - Field Operations Bureau,4th District,Unknown,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,3,1
FTN2016-0112,3/23/2016,FOB - Field Operations Bureau,7th District,B Platoon,Unknown,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,1,1
FTN2016-0192,4/5/2016,FOB - Field Operations Bureau,5th District,Narcotics,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Traffic Stop,Poor,Clear Conditions,1,2
FTN2016-0191,4/5/2016,FOB - Field Operations Bureau,6th District,D.I.U.,Property,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,5
FTN2016-0195,4/7/2016,FOB - Field Operations Bureau,6th District,A Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1
FTN2016-0196,4/8/2016,FOB - Field Operations Bureau,6th District,A Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,2
FTN2016-0198,4/8/2016,ISB - Investigation and Support Bureau,Criminal Investigations Division,Special Victims Section,Domestic Violence,Unknown,Unknown,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2016-0202,4/9/2016,FOB - Field Operations Bureau,1st District,A Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,2,2
FTN2016-0200,4/9/2016,FOB - Field Operations Bureau,5th District,B Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1
FTN2016-0199,4/9/2016,FOB - Field Operations Bureau,1st District,C Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,1,1
FTN2016-0201,4/9/2016,ISB - Investigation and Support Bureau,Criminal Investigations Division,Special Victims Section,Domestic Violence,Unknown,Unknown,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,2,1
FTN2016-0204,4/11/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Unknown,Unknown,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,4,3
FTN2016-0209,4/12/2016,FOB - Field Operations Bureau,7th District,Task Force,A,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Other,2,4
FTN2016-0208,4/12/2016,FOB - Field Operations Bureau,Special Operations Division,K9 Section,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1
FTN2016-0206,4/12/2016,FOB - Field Operations Bureau,Special Operations Division,K9 Section,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,2
FTN2016-0210,4/13/2016,FOB - Field Operations Bureau,7th District,Unknown,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,2
FTN2016-0215,4/14/2016,FOB - Field Operations Bureau,5th District,A Platoon,Patrol,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1
FTN2016-0215 ,4/14/2016,FOB - Field Operations Bureau,5th District,A Platoon,Patrol,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1
FTN2016-0211,4/14/2016,FOB - Field Operations Bureau,7th District,Day Watch,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,2
FTN2016-0216,4/16/2016,FOB - Field Operations Bureau,1st District,Narcotics,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,2,2
FTN2016-0214,4/17/2016,FOB - Field Operations Bureau,2nd District,C Platoon,Patrol,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,2
FTN2016-0212,4/17/2016,FOB - Field Operations Bureau,1st District,Narcotics,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,3,4
FTN2016-0217,4/18/2016,FOB - Field Operations Bureau,2nd District,Detailed/Other,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Other,Unknown,Clear Conditions,1,1
FTN2016-0219,4/22/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1
FTN2016-0234,4/23/2016,FOB - Field Operations Bureau,3rd District,A Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,3
FTN2016-0222,4/23/2016,FOB - Field Operations Bureau,3rd District,B Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,2
FTN2016-0224,4/24/2016,FOB - Field Operations Bureau,4th District,Task Force,B,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1
FTN2016-0223,4/24/2016,FOB - Field Operations Bureau,7th District,Night Watch,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1
FTN2016-0225,4/25/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,Unknown Assignment,Unknown,Unknown,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,1,1
FTN2016-0230,4/26/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Unknown,Unknown,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,1,2
FTN2016-0229,4/26/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,2nd Platoon,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1
FTN2016-0233,4/27/2016,FOB - Field Operations Bureau,3rd District,C Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1
FTN2016-0237,4/28/2016,FOB - Field Operations Bureau,5th District,B Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1
FTN2016-0238,4/28/2016,FOB - Field Operations Bureau,5th District,Unknown,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,2
FTN2016-0207,4/12/2016,FOB - Field Operations Bureau,2nd District,Narcotics,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,1,1
FTN2016-0236,4/28/2016,PIB - Public Integrity Bureau,PIB,Force Investigation Team,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,4
FTN2016-0239,4/29/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Unknown,Unknown,Completed,Use Of Force Authorized,Pedestrian Stop,Poor,Clear Conditions,1,1
FTN2016-0240,4/30/2016,FOB - Field Operations Bureau,2nd District,D.I.U.,Staff,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Poor,Rainy Conditions - Heavy,1,1
FTN2016-0243,5/2/2016,FOB - Field Operations Bureau,8th District,Day Watch,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Other,1,2
FTN2016-0247,5/3/2016,FOB - Field Operations Bureau,3rd District,Detailed/Other,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,2
FTN2016-0246,5/3/2016,FOB - Field Operations Bureau,8th District,C Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Pedestrian Stop,Poor,Clear Conditions,1,1
FTN2016-0248,5/3/2016,FOB - Field Operations Bureau,5th District,A Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,1,1
FTN2016-0249,5/3/2016,FOB - Field Operations Bureau,1st District,Narcotics,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1
FTN2016-0252,5/4/2016,FOB - Field Operations Bureau,8th District,D.I.U.,Property,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,2
FTN2016-0254,5/5/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1
FTN2016-0255,5/6/2016,FOB - Field Operations Bureau,2nd District,Narcotics,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Traffic Stop,Poor,Clear Conditions,3,2
FTN2016-0258,5/7/2016,FOB - Field Operations Bureau,5th District,A Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1
FTN2016-0218,4/20/2016,FOB - Field Operations Bureau,6th District,A Platoon,Unknown,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1
FTN2016-0257,5/7/2016,FOB - Field Operations Bureau,2nd District,C Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,2,1
FTN2016-0262,5/8/2016,FOB - Field Operations Bureau,3rd District,A Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,2
FTN2016-0260,5/8/2016,FOB - Field Operations Bureau,8th District,Mounted,Unknown,Regular Working,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1
FTN2016-0264,5/10/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,Unknown,Unknown,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,1,1
FTN2016-0265,5/10/2016,FOB - Field Operations Bureau,2nd District,Narcotics,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,1,2
FTN2016-0266,5/11/2016,FOB - Field Operations Bureau,1st District,Narcotics,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1
FTN2016-0269,5/13/2016,FOB - Field Operations Bureau,8th District,D.I.U.,Persons,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1
FTN2016-0268,5/13/2016,FOB - Field Operations Bureau,3rd District,A Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,5
FTN2016-0270,5/14/2016,FOB - Field Operations Bureau,1st District,Staff,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Traffic Stop,Poor,Clear Conditions,5,1
FTN2016-0271,5/15/2016,FOB - Field Operations Bureau,7th District,Day Watch,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,4,2
FTN2016-0273,5/16/2016,FOB - Field Operations Bureau,Special Operations Division,K9 Section,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,1,1
FTN2016-0277,5/19/2016,FOB - Field Operations Bureau,1st District,A Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,1,1
FTN2016-0280,5/20/2016,FOB - Field Operations Bureau,7th District,Task Force,A,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,2
FTN2016-0278,5/20/2016,FOB - Field Operations Bureau,8th District,Narcotics,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,2
FTN2016-0283,5/23/2016,FOB - Field Operations Bureau,3rd District,A Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,2,2
FTN2016-0285,5/25/2016,FOB - Field Operations Bureau,2nd District,Narcotics,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1
FTN2016-0289,5/27/2016,FOB - Field Operations Bureau,2nd District,B Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Other,Unknown,Clear Conditions,1,3
FTN2016-0251,4/30/2016,FOB - Field Operations Bureau,7th District,Evening Watch,Unknown,Regular Working,Between 11pm-7am,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,1,2
FTN2016-0288,5/27/2016,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,V.O.W.S. Unit,Unknown,Unknown,Completed,Use Of Force Authorized,Serving a Warrant,Good,Clear Conditions,4,3
FTN2016-0244,5/2/2016,FOB - Field Operations Bureau,8th District,Unknown,Patrol,Paid Detail,Between 3pm-11pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1
FTN2016-0287,5/27/2016,FOB - Field Operations Bureau,8th District,Unknown,Unknown,Regular Working,Unknown,Completed,Use Of Force Authorized,Pedestrian Stop,Good,Clear Conditions,1,2
FTN2016-0292,5/29/2016,FOB - Field Operations Bureau,3rd District,C Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,1,1
FTN2016-0293,6/1/2016,FOB - Field Operations Bureau,Special Operations Division,Unknown,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,1,2
FTN2016-0295,6/2/2016,FOB - Field Operations Bureau,Special Operations Division,K9 Section,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1
FTN2016-0296,6/5/2016,FOB - Field Operations Bureau,Reserve Division,Unknown,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1
FTN2016-0297,6/6/2016,FOB - Field Operations Bureau,7th District,Day Watch,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,3
FTN2016-0299,6/7/2016,FOB - Field Operations Bureau,7th District,Day Watch,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,1,1
FTN2016-0302,6/8/2016,FOB - Field Operations Bureau,3rd District,B Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,4
FTN2016-0305,6/10/2016,FOB - Field Operations Bureau,7th District,Evening Watch,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1
FTN2016-0304,6/10/2016,FOB - Field Operations Bureau,8th District,Mounted,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1
FTN2016-0307,6/11/2016,FOB - Field Operations Bureau,6th District,Task Force,B,Unknown,Unknown,Completed,Use Of Force Authorized,Pedestrian Stop,Poor,Clear Conditions,1,1
FTN2016-0259,5/8/2016,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,1,1
FTN2016-0261,5/8/2016,FOB - Field Operations Bureau,3rd District,A Platoon,Unknown,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1
FTN2016-0306,6/11/2016,FOB - Field Operations Bureau,3rd District,C Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Poor,Clear Conditions,1,1
FTN2016-0312,6/12/2016,FOB - Field Operations Bureau,3rd District,B Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,1,1
FTN2016-0311,6/15/2016,FOB - Field Operations Bureau,2nd District,A Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,3
FTN2016-0313,6/16/2016,FOB - Field Operations Bureau,7th District,Day Watch,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1
FTN2016-0328,6/17/2016,FOB - Field Operations Bureau,7th District,Day Watch,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,3
FTN2016-0315,6/18/2016,FOB - Field Operations Bureau,1st District,D.I.U.,Property,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Poor,Clear Conditions,2,3
FTN2016-0318,6/19/2016,FOB - Field Operations Bureau,8th District,A Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1
FTN2016-0316,6/19/2016,FOB - Field Operations Bureau,5th District,K9 Section,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,2,1
FTN2016-0320,6/21/2016,ISB - Investigation and Support Bureau,Criminal Investigations Division,Special Victims Section,Sex Crimes,Unknown,Unknown,Completed,Use Of Force Authorized,Other,Good,Clear Conditions,1,4
FTN2016-0326,6/22/2016,FOB - Field Operations Bureau,3rd District,Task Force,A,Unknown,Unknown,Completed,Use Of Force Authorized,Traffic Stop,Poor,Clear Conditions,2,1
FTN2016-0272,5/16/2016,FOB - Field Operations Bureau,5th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,2
FTN2016-0321,6/22/2016,FOB - Field Operations Bureau,1st District,C Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,2
FTN2016-0276,5/17/2016,FOB - Field Operations Bureau,7th District,Task Force,A,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,1,1
FTN2016-0324,6/22/2016,FOB - Field Operations Bureau,1st District,Narcotics,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,1,2
FTN2016-0325,6/23/2016,FOB - Field Operations Bureau,Special Operations Division,K9 Section,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Arresting,Good,Clear Conditions,1,1
FTN2016-0331,6/25/2016,FOB - Field Operations Bureau,4th District,Task Force,A,Unknown,Unknown,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,4,6
FTN2016-0330,6/26/2016,FOB - Field Operations Bureau,3rd District,Investigations,Squad 3,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,2
FTN2016-0284,5/23/2016,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,Use Of Force Authorized,Traffic Stop,Good,Clear Conditions,1,1
FTN2016-0334,6/27/2016,FOB - Field Operations Bureau,7th District,Evening Watch,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,2
FTN2016-0332,6/27/2016,FOB - Field Operations Bureau,6th District,A Platoon,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1
FTN2016-0333,6/27/2016,FOB - Field Operations Bureau,6th District,School Resource Officers,Unknown,Unknown,Unknown,Completed,Use Of Force Authorized,Call for Service,Good,Clear Conditions,1,1
